stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
300040,"86 ST/18 AV",,  40.607724, -74.003260,,,0,
300041,"86 ST/17 AV",,  40.608866, -74.005121,,,0,
300042,"86 ST/16 AV",,  40.610351, -74.007581,,,0,
300043,"86 ST/15 AV",,  40.611706, -74.009829,,,0,
300044,"86 ST/14 AV",,  40.613220, -74.012413,,,0,
300045,"86 ST/13 AV",,  40.614061, -74.013726,,,0,
300046,"13 AV/84 ST",,  40.615392, -74.012419,,,0,
300047,"13 AV/82 ST",,  40.616543, -74.011238,,,0,
300048,"13 AV/79 ST",,  40.618206, -74.009502,,,0,
300049,"13 AV/77 ST",,  40.619307, -74.008353,,,0,
300050,"13 AV/BAY RIDGE PKWY",,  40.620531, -74.007085,,,0,
300051,"13 AV/73 ST",,  40.621657, -74.005904,,,0,
300052,"13 AV/71 ST",,  40.622760, -74.004769,,,0,
300053,"BAY RIDGE AV/13 AV",,  40.624096, -74.004425,,,0,
300054,"BAY RIDGE AV/12 AV",,  40.625260, -74.006365,,,0,
300055,"BAY RIDGE AV/11 AV",,  40.626600, -74.008588,,,0,
300056,"BAY RIDGE AV/10 AV",,  40.627890, -74.010721,,,0,
300057,"BAY RIDGE AV/FORT HAMILTON PKWY",,  40.628927, -74.012433,,,0,
300060,"OVINGTON AV/6 AV",,  40.631427, -74.018741,,,0,
300061,"BAY RIDGE AV/6 AV",,  40.632552, -74.018875,,,0,
300062,"BAY RIDGE AV/5 AV",,  40.633457, -74.020864,,,0,
300063,"BAY RIDGE AV/4 AV",,  40.634837, -74.023869,,,0,
300064,"BAY RIDGE AV/3 AV",,  40.635935, -74.026507,,,0,
300065,"BAY RIDGE AV/RIDGE BLVD",,  40.636711, -74.029008,,,0,
300066,"BAY RIDGE AV/COLONIAL RD",,  40.637514, -74.031606,,,0,
300067,"NARROWS AV/BAY RIDGE AV",,  40.637879, -74.034089,,,0,
300068,"NARROWS AV/MACKAY PL",,  40.636580, -74.034621,,,0,
300071,"BAY RIDGE AV/SHORE RD",,  40.638570, -74.035368,,,0,
300073,"BAY RIDGE AV/COLONIAL RD",,  40.637191, -74.030921,,,0,
300074,"BAY RIDGE AV/RIDGE BLVD",,  40.636379, -74.028312,,,0,
300075,"BAY RIDGE AV/3 AV",,  40.635436, -74.025510,,,0,
300076,"BAY RIDGE AV/4 AV",,  40.634412, -74.023210,,,0,
300077,"BAY RIDGE AV/5 AV",,  40.633496, -74.021210,,,0,
300078,"BAY RIDGE AV/6 AV",,  40.632161, -74.018330,,,0,
300079,"BAY RIDGE AV/7 AV",,  40.631622, -74.017124,,,0,
300080,"BAY RIDGE AV/7 AV",,  40.630779, -74.015733,,,0,
300082,"BAY RIDGE AV/FORT HAMILTON PKWY",,  40.628414, -74.011816,,,0,
300084,"BAY RIDGE AV/11 AV",,  40.626114, -74.008008,,,0,
300085,"BAY RIDGE AV/12 AV",,  40.624783, -74.005803,,,0,
300086,"BAY RIDGE AV/13 AV",,  40.623729, -74.004056,,,0,
300087,"13 AV/71 ST",,  40.622354, -74.005403,,,0,
300088,"13 AV/73 ST",,  40.621231, -74.006574,,,0,
300089,"13 AV/BAY RIDGE PKWY",,  40.620062, -74.007784,,,0,
300090,"13 AV/77 ST",,  40.618933, -74.008958,,,0,
300091,"13 AV/79 ST",,  40.617800, -74.010143,,,0,
300092,"13 AV/82 ST",,  40.616153, -74.011854,,,0,
300093,"13 AV/85 ST",,  40.614506, -74.013568,,,0,
300094,"86 ST/13 AV",,  40.613803, -74.013665,,,0,
300095,"86 ST/14 AV",,  40.612745, -74.011895,,,0,
300096,"86 ST/15 AV",,  40.611114, -74.009220,,,0,
300097,"86 ST/16 AV",,  40.610090, -74.007517,,,0,
300098,"86 ST/17 AV",,  40.608331, -74.004599,,,0,
300099,"86 ST/18 AV",,  40.606983, -74.002384,,,0,
300100,"86 ST/19 AV",,  40.605962, -74.000609,,,0,
300101,"86 ST/20 AV",,  40.604609, -73.998365,,,0,
300102,"86 ST/21 AV",,  40.603292, -73.996289,,,0,
300103,"86 ST/BAY PKWY",,  40.601956, -73.994024,,,0,
300104,"86 ST/23 AV",,  40.600576, -73.991795,,,0,
300105,"86 ST/24 AV",,  40.599284, -73.989619,,,0,
300106,"86 ST/25 AV",,  40.597916, -73.987365,,,0,
300107,"86 ST/AVENUE U",,  40.595564, -73.983487,,,0,
300109,"86 ST/AVENUE V",,  40.593719, -73.980430,,,0,
300110,"86 ST/W 8 ST",,  40.592785, -73.978889,,,0,
300111,"86 ST/AVENUE W",,  40.591702, -73.977019,,,0,
300113,"AVENUE X/W 1 ST",,  40.590412, -73.970811,,,0,
300114,"AVENUE X/E 1 ST",,  40.590625, -73.968888,,,0,
300115,"AVENUE X/E 3 ST",,  40.590783, -73.967099,,,0,
300116,"AVENUE X/OCEAN PKWY",,  40.590966, -73.965535,,,0,
300117,"OCEAN PKWY/SHORE PKWY",,  40.584715, -73.966889,,,0,
300118,"OCEAN PKWY/WEST AV",,  40.581609, -73.967352,,,0,
300119,"OCEAN PKWY/NEPTUNE AV",,  40.580510, -73.967694,,,0,
300120,"OCEAN PKWY/OCEAN VIEW AV",,  40.578153, -73.968242,,,0,
300122,"BRIGHTON BEACH AV/BRIGHTON 1 PL",,  40.576643, -73.966356,,,0,
300123,"BRIGHTON BEACH AV/BRIGHTON 3 ST",,  40.577010, -73.963782,,,0,
300124,"BRIGHTON BEACH AV/BRIGHTON 6 ST",,  40.577504, -73.961553,,,0,
300126,"BRIGHTON BEACH AV/BRIGHTON 12 ST",,  40.578158, -73.957712,,,0,
300127,"BRIGHTON BEACH AV/BRIGHTON 14 ST",,  40.577484, -73.955349,,,0,
300128,"CORBIN PL/BRIGHTON BEACH AV",,  40.577334, -73.953996,,,0,
300129,"ORIENTAL BLVD/WEST END AV",,  40.576804, -73.953057,,,0,
300130,"ORIENTAL BLVD/BEAUMONT ST",,  40.576998, -73.950519,,,0,
300131,"ORIENTAL BLVD/DOVER ST",,  40.577176, -73.948788,,,0,
300132,"ORIENTAL BLVD/OCEAN AV",,  40.577327, -73.947381,,,0,
300135,"ORIENTAL BLVD/KENSINGTON ST",,  40.578066, -73.941234,,,0,
300137,"E 16 ST/QUENTIN RD",,  40.607383, -73.957178,,,0,
300138,"E 16 ST/AVENUE R",,  40.605994, -73.956899,,,0,
300139,"AVENUE R/E 18 ST",,  40.606033, -73.954997,,,0,
300140,"AVENUE R/OCEAN AV",,  40.606262, -73.952890,,,0,
300143,"AVENUE R/BEDFORD AV",,  40.606787, -73.948100,,,0,
300146,"AVENUE R/NOSTRAND AV",,  40.607307, -73.943357,,,0,
300147,"AVENUE R/GERRITSEN AV",,  40.607490, -73.941693,,,0,
300148,"AVENUE R/STUART ST",,  40.608643, -73.941614,,,0,
300150,"AVENUE R/E 31 ST",,  40.610568, -73.938621,,,0,
300151,"AVENUE R/E 33 ST",,  40.611492, -73.937187,,,0,
300152,"AVENUE R/E 35 ST",,  40.612411, -73.935767,,,0,
300153,"AVENUE R/E 36 ST",,  40.612882, -73.935039,,,0,
300154,"E 36 ST/FILLMORE AV",,  40.611424, -73.933330,,,0,
300155,"E 36 ST/AVENUE S",,  40.609798, -73.931523,,,0,
300157,"AVENUE S/RYDER ST",,  40.611040, -73.929213,,,0,
300158,"AVENUE S/COLEMAN ST",,  40.611975, -73.927775,,,0,
300159,"AVENUE S/FLATBUSH AV",,  40.612861, -73.926402,,,0,
300163,"FLATBUSH AV/AVENUE T",,  40.611476, -73.924070,,,0,
300164,"AVENUE S/FLATBUSH AV",,  40.612834, -73.926683,,,0,
300165,"AVENUE S/KIMBALL ST",,  40.611723, -73.928427,,,0,
300166,"AVENUE S/E 38 ST",,  40.610791, -73.929858,,,0,
300168,"E 36 ST/FILLMORE AV",,  40.611333, -73.933006,,,0,
300169,"E 36 ST/AVENUE R",,  40.612956, -73.934819,,,0,
300170,"AVENUE R/E 34 ST",,  40.612172, -73.936405,,,0,
300171,"AVENUE R/E 32 ST",,  40.611251, -73.937836,,,0,
300172,"AVENUE R/MARINE PKWY",,  40.610316, -73.939273,,,0,
300173,"AVENUE R/BURNETT ST",,  40.609328, -73.940801,,,0,
300174,"AVENUE R/GERRITSEN AV",,  40.608404, -73.942236,,,0,
300175,"AVENUE R/NOSTRAND AV",,  40.607452, -73.943023,,,0,
300178,"AVENUE R/BEDFORD AV",,  40.606955, -73.947815,,,0,
300181,"AVENUE R/OCEAN AV",,  40.606430, -73.952548,,,0,
300182,"QUENTIN RD/E 19 ST",,  40.608692, -73.954826,,,0,
300183,"QUENTIN RD/E 16 ST",,  40.608430, -73.957131,,,0,
300184,"25 AV/HARWAY AV",,  40.593023, -73.992179,,,0,
300185,"25 AV/BATH AV",,  40.594519, -73.990627,,,0,
300186,"25 AV/BENSON AV",,  40.596462, -73.988603,,,0,
300187,"25 AV/84 ST",,  40.598978, -73.985989,,,0,
300188,"25 AV/86 ST",,  40.598202, -73.986799,,,0,
300189,"STILLWELL AV/85 ST",,  40.597458, -73.985513,,,0,
300190,"AVENUE U/W 12 ST",,  40.595808, -73.983231,,,0,
300191,"AVENUE U/W 11 ST",,  40.595967, -73.981805,,,0,
300194,"AVENUE U/W 5 ST",,  40.596597, -73.976079,,,0,
300195,"AVENUE U/McDONALD AV",,  40.596890, -73.973433,,,0,
300196,"AVENUE U/E 1 ST",,  40.597252, -73.970141,,,0,
300197,"AVENUE U/E 4 ST",,  40.597556, -73.967379,,,0,
300198,"AVENUE U/OCEAN PKWY",,  40.597723, -73.965874,,,0,
300199,"AVENUE U/E 8 ST",,  40.598081, -73.962629,,,0,
300200,"AVENUE U/CONEY ISLAND AV",,  40.598300, -73.960394,,,0,
300201,"AVENUE U/E 13 ST",,  40.598604, -73.957872,,,0,
300202,"AVENUE U/E 15 ST",,  40.598809, -73.956032,,,0,
300203,"AVENUE U/E 18 ST",,  40.599121, -73.953147,,,0,
300205,"AVENUE U/E 23 ST",,  40.599673, -73.948116,,,0,
300206,"AVENUE U/BEDFORD AV",,  40.599886, -73.946201,,,0,
300207,"AVENUE U/E 28 ST",,  40.600189, -73.943409,,,0,
300208,"AVENUE U/NOSTRAND AV",,  40.600372, -73.941954,,,0,
300209,"AVENUE U/BROWN ST",,  40.600618, -73.939545,,,0,
300210,"AVENUE U/FORD ST",,  40.600818, -73.937719,,,0,
300211,"AVENUE U/BRAGG ST",,  40.600974, -73.936315,,,0,
300212,"AVENUE U/GERRITSEN AV",,  40.601588, -73.935111,,,0,
300213,"AVENUE U/BURNETT ST",,  40.602835, -73.933173,,,0,
300214,"AVENUE U/E 33 ST",,  40.604950, -73.929900,,,0,
300215,"AVENUE U/E 35 ST",,  40.606099, -73.928120,,,0,
300216,"AVENUE U/E 37 ST",,  40.606834, -73.926992,,,0,
300218,"AVENUE U/COLEMAN ST",,  40.608708, -73.924165,,,0,
300219,"AVENUE U/HENDRICKSON ST",,  40.609418, -73.923040,,,0,
300220,"AVENUE U/FLATBUSH AV",,  40.610106, -73.921794,,,0,
300222,"AVENUE U/E 56 ST",,  40.612257, -73.918627,,,0,
300223,"AVENUE U/E 57 ST",,  40.613232, -73.917202,,,0,
300224,"AVENUE U/E 59 ST",,  40.614158, -73.915782,,,0,
300225,"AVENUE U/MILL AV",,  40.615353, -73.913968,,,0,
300226,"AVENUE U/E 64 ST",,  40.616520, -73.912034,,,0,
300227,"AVENUE U/E 66 ST",,  40.617184, -73.911013,,,0,
300228,"AVENUE U/E 69 ST",,  40.619048, -73.908507,,,0,
300229,"AVENUE U/E 71 ST",,  40.619880, -73.907262,,,0,
300240,"AVENUE U/E 71 ST",,  40.619674, -73.907840,,,0,
300241,"AVENUE U/E 69 ST",,  40.619027, -73.908839,,,0,
300242,"AVENUE U/E 66 ST",,  40.617192, -73.911319,,,0,
300244,"AVENUE U/MILL AV",,  40.615236, -73.914287,,,0,
300245,"AVENUE U/E 59 ST",,  40.613836, -73.916446,,,0,
300246,"AVENUE U/E 57 ST",,  40.612863, -73.917909,,,0,
300247,"AVENUE U/E 56 ST",,  40.611915, -73.919338,,,0,
300249,"AVENUE U/FLATBUSH AV",,  40.610026, -73.922318,,,0,
300250,"AVENUE U/HENDRICKSON ST",,  40.609332, -73.923321,,,0,
300251,"AVENUE U/KIMBALL ST",,  40.608205, -73.925176,,,0,
300252,"AVENUE U/E 37 ST",,  40.606823, -73.927309,,,0,
300253,"AVENUE U/E 35 ST",,  40.605863, -73.928798,,,0,
300254,"AVENUE U/E 33 ST",,  40.604920, -73.930246,,,0,
300255,"AVENUE U/STUART ST",,  40.602324, -73.934160,,,0,
300256,"AVENUE U/GERRITSEN AV",,  40.601558, -73.935453,,,0,
300257,"AVENUE U/COYLE ST",,  40.600966, -73.937589,,,0,
300258,"AVENUE U/BATCHELDER ST",,  40.600756, -73.939487,,,0,
300259,"AVENUE U/NOSTRAND AV",,  40.600492, -73.941683,,,0,
300260,"AVENUE U/E 27 ST",,  40.600130, -73.945188,,,0,
300261,"AVENUE U/BEDFORD AV",,  40.599919, -73.947094,,,0,
300262,"AVENUE U/E 23 ST",,  40.599714, -73.948955,,,0,
300263,"AVENUE U/OCEAN AV",,  40.599392, -73.951901,,,0,
300264,"AVENUE U/E 18 ST",,  40.599168, -73.953925,,,0,
300265,"AVENUE U/E 16 ST",,  40.598941, -73.955956,,,0,
300266,"AVENUE U/E 13 ST",,  40.598651, -73.958664,,,0,
300267,"AVENUE U/CONEY ISLAND AV",,  40.598317, -73.961653,,,0,
300268,"AVENUE U/E 8 ST",,  40.598120, -73.963443,,,0,
300270,"AVENUE U/E 5 ST",,  40.597712, -73.967156,,,0,
300271,"AVENUE U/E 2 ST",,  40.597389, -73.970098,,,0,
300273,"AVENUE U/McDONALD AV",,  40.597063, -73.973040,,,0,
300274,"AVENUE U/VAN SICKLEN ST",,  40.596855, -73.974924,,,0,
300275,"AVENUE U/W 5 ST",,  40.596633, -73.976904,,,0,
300276,"AVENUE U/W 8 ST",,  40.596370, -73.979331,,,0,
300277,"AVENUE U/W 10 ST",,  40.596109, -73.981686,,,0,
300278,"AVENUE U/W 12 ST",,  40.595904, -73.983555,,,0,
300280,"25 AV/86 ST",,  40.597678, -73.987555,,,0,
300281,"25 AV/BENSON AV",,  40.595998, -73.989302,,,0,
300282,"25 AV/BATH AV",,  40.594115, -73.991268,,,0,
300283,"25 AV/HARWAY AV",,  40.592836, -73.992519,,,0,
300284,"NARROWS AV/77 ST",,  40.631834, -74.036377,,,0,
300285,"77 ST/COLONIAL RD",,  40.631160, -74.033383,,,0,
300286,"77 ST/RIDGE BLVD",,  40.630524, -74.030709,,,0,
300287,"77 ST/3 AV",,  40.630003, -74.028522,,,0,
300288,"4 AV/77 ST",,  40.629658, -74.025431,,,0,
300289,"BAY RIDGE PKWY/4 AV",,  40.630627, -74.024689,,,0,
300290,"BAY RIDGE PKWY/5 AV",,  40.629496, -74.022812,,,0,
300291,"BAY RIDGE PKWY/6 AV",,  40.627826, -74.019971,,,0,
300292,"BAY RIDGE PKWY/7 AV",,  40.627089, -74.018766,,,0,
300293,"BAY RIDGE PKWY/FORT HAMILTON PKWY",,  40.625839, -74.016671,,,0,
300294,"BAY RIDGE PKWY/10 AV",,  40.624119, -74.013810,,,0,
300295,"BAY RIDGE PKWY/11 AV",,  40.622762, -74.011573,,,0,
300296,"BAY RIDGE PKWY/12 AV",,  40.621423, -74.009357,,,0,
300297,"BAY RIDGE PKWY/13 AV",,  40.620352, -74.007586,,,0,
300298,"BAY RIDGE PKWY/14 AV",,  40.618789, -74.004966,,,0,
300299,"BAY RIDGE PKWY/15 AV",,  40.617684, -74.003181,,,0,
300300,"BAY RIDGE PKWY/NEW UTRECHT AV",,  40.615549, -73.999603,,,0,
300301,"BAY RIDGE PKWY/17 AV",,  40.614605, -73.998051,,,0,
300302,"BAY RIDGE PKWY/18 AV",,  40.613434, -73.996128,,,0,
300303,"BAY RIDGE PKWY/19 AV",,  40.611947, -73.993655,,,0,
300304,"BAY RIDGE PKWY/20 AV",,  40.610635, -73.991490,,,0,
300305,"BAY RIDGE PKWY/21 AV",,  40.609334, -73.989308,,,0,
300306,"STILLWELL AV/BAY PKWY",,  40.607636, -73.987424,,,0,
300307,"STILLWELL AV/KINGS HWY",,  40.606167, -73.987168,,,0,
300308,"STILLWELL AV/23 AV",,  40.604646, -73.986877,,,0,
300309,"STILLWELL AV/80 ST",,  40.602772, -73.986532,,,0,
300310,"STILLWELL AV/82 ST",,  40.600710, -73.986132,,,0,
300311,"STILLWELL AV/25 AV",,  40.599338, -73.985866,,,0,
300319,"SHELL RD/AVENUE Y",,  40.587640, -73.974415,,,0,
300320,"AVENUE Z/SHELL RD",,  40.585738, -73.973945,,,0,
300322,"AVENUE Z/WEST ST",,  40.586228, -73.969541,,,0,
300323,"AVENUE Z/OCEAN PKWY",,  40.586549, -73.966596,,,0,
300326,"NEPTUNE AV/OCEAN PKWY",,  40.580395, -73.966949,,,0,
300328,"NEPTUNE AV/BRIGHTON 6 ST",,  40.581349, -73.962444,,,0,
300329,"NEPTUNE AV/CONEY ISLAND AV",,  40.581974, -73.959499,,,0,
300332,"SHEEPSHEAD BAY RD/EMMONS AV",,  40.584161, -73.950714,,,0,
300334,"VOORHIES AV/E 14 ST",,  40.585677, -73.954730,,,0,
300335,"E 14 ST/SHEEPSHEAD BAY RD",,  40.587519, -73.955125,,,0,
300338,"AVENUE Z/E 19 ST",,  40.588360, -73.950134,,,0,
300339,"OCEAN AV/VOORHIES AV",,  40.586611, -73.948857,,,0,
300347,"NOSTRAND AV/SHORE PKWY",,  40.585898, -73.939036,,,0,
300350,"KNAPP ST/HARKNESS AV",,  40.586440, -73.931590,,,0,
300351,"KNAPP ST/SHORE PKWY",,  40.585035, -73.931329,,,0,
300356,"EMMONS AV/E 28 ST",,  40.583934, -73.941083,,,0,
300357,"EMMONS AV/E 26 ST",,  40.583795, -73.942948,,,0,
300358,"EMMONS AV/DOOLEY ST",,  40.583818, -73.945198,,,0,
300361,"AVENUE Z/OCEAN AV",,  40.588530, -73.949817,,,0,
300362,"AVENUE Z/E 18 ST",,  40.588300, -73.951880,,,0,
300363,"E 16 ST/SHEEPSHEAD BAY RD",,  40.587307, -73.953339,,,0,
300364,"SHEEPSHEAD BAY RD/VOORHIES AV",,  40.585419, -73.951591,,,0,
300366,"SHEEPSHEAD BAY RD/EMMONS AV",,  40.583619, -73.950517,,,0,
300368,"EMMONS AV/E 14 ST",,  40.583077, -73.954580,,,0,
300369,"NEPTUNE AV/E 12 ST",,  40.582484, -73.957604,,,0,
300370,"NEPTUNE AV/CONEY ISLAND AV",,  40.581873, -73.960418,,,0,
300372,"NEPTUNE AV/BRIGHTON 6 ST",,  40.581281, -73.963246,,,0,
300373,"NEPTUNE AV/BRIGHTON 4 ST",,  40.580928, -73.964947,,,0,
300374,"NEPTUNE AV/OCEAN PKWY",,  40.580502, -73.967150,,,0,
300377,"AVENUE Z/OCEAN PKWY",,  40.586618, -73.966815,,,0,
300378,"AVENUE Z/WEST ST",,  40.586331, -73.969315,,,0,
300379,"AVENUE Z/W 2 ST",,  40.586131, -73.971148,,,0,
300380,"AVENUE Z/SHELL RD",,  40.585808, -73.974196,,,0,
300381,"SHELL RD/BOUCK CT",,  40.588948, -73.974098,,,0,
300388,"STILLWELL AV/AVENUE S",,  40.600653, -73.985898,,,0,
300389,"STILLWELL AV/HIGHLAWN AV",,  40.602964, -73.986333,,,0,
300390,"STILLWELL AV/QUENTIN RD",,  40.604990, -73.986718,,,0,
300391,"STILLWELL AV/KINGS HWY",,  40.605876, -73.986880,,,0,
300393,"BAY RIDGE PKWY/BAY PKWY",,  40.608429, -73.987625,,,0,
300394,"BAY RIDGE PKWY/21 AV",,  40.609747, -73.989859,,,0,
300395,"BAY RIDGE PKWY/20 AV",,  40.611059, -73.992054,,,0,
300396,"BAY RIDGE PKWY/19 AV",,  40.612406, -73.994270,,,0,
300397,"BAY RIDGE PKWY/18 AV",,  40.613332, -73.995824,,,0,
300398,"BAY RIDGE PKWY/17 AV",,  40.615061, -73.998672,,,0,
300399,"BAY RIDGE PKWY/NEW UTRECHT AV",,  40.616050, -74.000319,,,0,
300400,"BAY RIDGE PKWY/15 AV",,  40.617884, -74.003335,,,0,
300401,"BAY RIDGE PKWY/14 AV",,  40.619186, -74.005498,,,0,
300402,"BAY RIDGE PKWY/13 AV",,  40.620249, -74.007285,,,0,
300403,"BAY RIDGE PKWY/12 AV",,  40.621574, -74.009499,,,0,
300404,"BAY RIDGE PKWY/11 AV",,  40.623164, -74.012115,,,0,
300405,"BAY RIDGE PKWY/10 AV",,  40.624474, -74.014292,,,0,
300406,"BAY RIDGE PKWY/FORT HAMILTON PKWY",,  40.625722, -74.016365,,,0,
300407,"BAY RIDGE PKWY/7 AV",,  40.626579, -74.017763,,,0,
300408,"BAY RIDGE PKWY/6 AV",,  40.628223, -74.020518,,,0,
300409,"BAY RIDGE PKWY/5 AV",,  40.629463, -74.022455,,,0,
300410,"4 AV/BAY RIDGE PKWY",,  40.630536, -74.025309,,,0,
300411,"4 AV/77 ST",,  40.629570, -74.025708,,,0,
300412,"78 ST/4 AV",,  40.628785, -74.026335,,,0,
300413,"78 ST/3 AV",,  40.629297, -74.028504,,,0,
300414,"78 ST/RIDGE BLVD",,  40.630068, -74.031736,,,0,
300415,"78 ST/COLONIAL RD",,  40.630687, -74.034366,,,0,
300418,"CROPSEY AV/BAY 49 ST",,  40.586092, -73.987889,,,0,
300419,"CROPSEY AV/BAY 46 ST",,  40.588211, -73.989591,,,0,
300420,"CROPSEY AV/BAY 44 ST",,  40.589410, -73.990563,,,0,
300421,"CROPSEY AV/26 AV",,  40.590742, -73.991640,,,0,
300422,"CROPSEY AV/25 AV",,  40.592279, -73.992878,,,0,
300424,"CROPSEY AV/23 AV",,  40.595960, -73.996910,,,0,
300427,"BAY PKWY/BATH AV",,  40.598406, -73.997389,,,0,
300428,"BAY PKWY/BENSON AV",,  40.600434, -73.995232,,,0,
300429,"BAY PKWY/86 ST",,  40.602335, -73.993317,,,0,
300432,"BAY PKWY/78 ST",,  40.606366, -73.989185,,,0,
300433,"KINGS HWY/STILLWELL AV",,  40.605901, -73.986599,,,0,
300434,"KINGS HWY/W 11 ST",,  40.605566, -73.984352,,,0,
300437,"KINGS HWY/W 5 ST",,  40.604796, -73.977704,,,0,
300438,"KINGS HWY/W 3 ST",,  40.604593, -73.976322,,,0,
300440,"KINGS HWY/MCDONALD AV",,  40.604153, -73.972421,,,0,
300441,"KINGS HWY/E 3 ST",,  40.604424, -73.969576,,,0,
300442,"KINGS HWY/OCEAN PKWY",,  40.605439, -73.967361,,,0,
300443,"KINGS HWY/E 7 ST",,  40.606182, -73.965268,,,0,
300445,"KINGS HWY/CONEY ISLAND AV",,  40.607467, -73.961376,,,0,
300446,"KINGS HWY/E 13 ST",,  40.607908, -73.960227,,,0,
300447,"KINGS HWY/E 16 ST",,  40.608965, -73.957580,,,0,
300448,"KINGS HWY/E 18 ST",,  40.610010, -73.955222,,,0,
300449,"KINGS HWY/OCEAN AV",,  40.610540, -73.953732,,,0,
300450,"KINGS HWY/E 22 ST",,  40.611336, -73.951181,,,0,
300451,"KINGS HWY/BEDFORD AV",,  40.612831, -73.949277,,,0,
300452,"KINGS HWY/E 27 ST",,  40.614047, -73.947586,,,0,
300453,"KINGS HWY/E 29 ST",,  40.615238, -73.945810,,,0,
300455,"KINGS HWY/AVENUE N",,  40.617286, -73.943444,,,0,
300456,"KINGS HWY/NEW YORK AV",,  40.618780, -73.942175,,,0,
300458,"KINGS HWY/E 37 ST",,  40.621437, -73.939312,,,0,
300461,"KINGS HWY/E 37 ST",,  40.621517, -73.939238,,,0,
300464,"KINGS HWY/AVENUE N",,  40.617502, -73.943347,,,0,
300465,"KINGS HWY/NOSTRAND AV",,  40.616201, -73.944651,,,0,
300466,"KINGS HWY/E 28 ST",,  40.614915, -73.946398,,,0,
300469,"KINGS HWY/E 22 ST",,  40.611360, -73.951457,,,0,
300470,"AVENUE P/OCEAN AV",,  40.610932, -73.954068,,,0,
300471,"E 18 ST/AVENUE P",,  40.610340, -73.955736,,,0,
300472,"KINGS HWY/E 16 ST",,  40.608974, -73.957913,,,0,
300473,"KINGS HWY/E 13 ST",,  40.608115, -73.959950,,,0,
300474,"KINGS HWY/CONEY ISLAND AV",,  40.607249, -73.962372,,,0,
300475,"KINGS HWY/E 8 ST",,  40.606374, -73.965124,,,0,
300476,"KINGS HWY/OCEAN PKWY",,  40.605847, -73.966597,,,0,
300477,"KINGS HWY/E 4 ST",,  40.604569, -73.969493,,,0,
300478,"KINGS HWY/McDONALD AV",,  40.604265, -73.971906,,,0,
300480,"KINGS HWY/W 2 ST",,  40.604628, -73.975529,,,0,
300481,"KINGS HWY/W 4 ST",,  40.604821, -73.976980,,,0,
300482,"KINGS HWY/W 6 ST",,  40.605104, -73.978896,,,0,
300486,"KINGS HWY/STILLWELL AV",,  40.606014, -73.986733,,,0,
